,SAP,iteration,questions_rank,similarity_avg_changes,time,Anon Student Id,unit
4,0.75,4,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R3C3', 1: 'xScale'}}",0.75,0.0,X5eS5kvC8h,Unit QUAD-ADD-AREA-ALG1
5,1.0,5,"{'Difficulty': {0: 0}, 'Step Name': {0: 'xScale'}}",0.0,0.0,X5eS5kvC8h,Unit QUAD-ADD-AREA-ALG1
6,0.866666666667,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 'Step Name': {0: 'R5C1', 1: 'R3C1', 2: 'R1C1', 3: 'R1C2', 4: 'R3C3', 5: 'xScale'}}",,0.007,X5eS5kvC8h,Unit QUAD-ADD-AREA-ALG1
0,0.901234567901,0,"{'Difficulty': {0: 2.0, 1: 0.0, 2: -4.0, 3: -2.0, 4: 1.0, 5: 0.0, 6: 0.0, 7: 2.0, 8: 1.0}, 'Step Name': {0: 'R4C2', 1: 'R7C2', 2: 'R5C1', 3: 'R6C1', 4: 'R2C2', 5: 'R1C2', 6: 'R8C1', 7: 'R6C3', 8: 'R2C1'}}",0.0,0.005,1bJbgQ32E3,Unit QUAD-ADD-AREA-ALG1
1,0.890625,1,"{'Difficulty': {0: 2.0, 1: -1.0, 2: -3.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 2.0, 7: 0.0}, 'Step Name': {0: 'R4C2', 1: 'R7C2', 2: 'R6C1', 3: 'R2C2', 4: 'R1C2', 5: 'R8C1', 6: 'R6C3', 7: 'R2C1'}}",0.365079365079,0.004,1bJbgQ32E3,Unit QUAD-ADD-AREA-ALG1
2,0.877551020408,2,"{'Difficulty': {0: 1.0, 1: -2.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 1.0, 6: 0.0}, 'Step Name': {0: 'R4C2', 1: 'R7C2', 2: 'R2C2', 3: 'R1C2', 4: 'R8C1', 5: 'R6C3', 6: 'R2C1'}}",0.175736961451,0.003,1bJbgQ32E3,Unit QUAD-ADD-AREA-ALG1
3,0.861111111111,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}, 'Step Name': {0: 'R4C2', 1: 'R2C2', 2: 'R1C2', 3: 'R8C1', 4: 'R6C3', 5: 'R2C1'}}",0.0801749271137,0.002,1bJbgQ32E3,Unit QUAD-ADD-AREA-ALG1
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R2C2', 1: 'R1C2', 2: 'R8C1', 3: 'R6C3', 4: 'R2C1'}}",0.238095238095,0.002,1bJbgQ32E3,Unit QUAD-ADD-AREA-ALG1
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R1C2', 1: 'R8C1', 2: 'R6C3', 3: 'R2C1'}}",0.102619279004,0.001,1bJbgQ32E3,Unit QUAD-ADD-AREA-ALG1
6,1.0,6,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R8C1', 1: 'R6C3', 2: 'R2C1'}}",0.0,0.001,1bJbgQ32E3,Unit QUAD-ADD-AREA-ALG1
7,1.0,7,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R6C3', 1: 'R2C1'}}",0.253968253968,0.0,1bJbgQ32E3,Unit QUAD-ADD-AREA-ALG1
8,1.0,8,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R2C1'}}",0.0793650793651,0.0,1bJbgQ32E3,Unit QUAD-ADD-AREA-ALG1
9,0.916666666667,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 'Step Name': {0: 'R5C1', 1: 'R6C1', 2: 'R7C2', 3: 'R4C2', 4: 'R2C2', 5: 'R1C2', 6: 'R8C1', 7: 'R6C3', 8: 'R2C1'}}",,0.021,1bJbgQ32E3,Unit QUAD-ADD-AREA-ALG1
0,0.845679012346,0,"{'Difficulty': {0: -3.0, 1: 1.0, 2: 1.0, 3: 0.0, 4: 1.0, 5: 1.0, 6: -3.0, 7: 1.0, 8: 1.0}, 'Step Name': {0: 'R4C2', 1: 'XLabel', 2: 'R6C1', 3: 'Point 1.1', 4: 'R6C2', 5: 'yScale', 6: 'R7C2', 7: 'R7C1', 8: 'R6C3'}}",0.0,0.006,qL6HDg57R9,Unit QUAD-ADD-AREA-ALG1
1,0.890625,1,"{'Difficulty': {0: 1.0, 1: 0.0, 2: 0.0, 3: 1.0, 4: 1.0, 5: -4.0, 6: 1.0, 7: 0.0}, 'Step Name': {0: 'XLabel', 1: 'R6C1', 2: 'Point 1.1', 3: 'R6C2', 4: 'yScale', 5: 'R7C2', 6: 'R7C1', 7: 'R6C3'}}",0.111111111111,0.005,qL6HDg57R9,Unit QUAD-ADD-AREA-ALG1
2,0.877551020408,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}, 'Step Name': {0: 'XLabel', 1: 'R6C1', 2: 'Point 1.1', 3: 'R6C2', 4: 'yScale', 5: 'R7C1', 6: 'R6C3'}}",0.649296853244,0.004,qL6HDg57R9,Unit QUAD-ADD-AREA-ALG1
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}, 'Step Name': {0: 'R6C1', 1: 'Point 1.1', 2: 'R6C2', 3: 'yScale', 4: 'R7C1', 5: 'R6C3'}}",0.295723684211,0.003,qL6HDg57R9,Unit QUAD-ADD-AREA-ALG1
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'Point 1.1', 1: 'R6C2', 2: 'yScale', 3: 'R7C1', 4: 'R6C3'}}",2.47721293976,0.002,qL6HDg57R9,Unit QUAD-ADD-AREA-ALG1
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R6C2', 1: 'yScale', 2: 'R7C1', 3: 'R6C3'}}",0.0,0.002,qL6HDg57R9,Unit QUAD-ADD-AREA-ALG1
6,1.0,6,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'yScale', 1: 'R7C1', 2: 'R6C3'}}",0.445081018519,0.001,qL6HDg57R9,Unit QUAD-ADD-AREA-ALG1
7,1.0,7,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R7C1', 1: 'R6C3'}}",0.651922469658,0.0,qL6HDg57R9,Unit QUAD-ADD-AREA-ALG1
8,1.0,8,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R6C3'}}",0.421303551244,0.0,qL6HDg57R9,Unit QUAD-ADD-AREA-ALG1
9,0.925925925926,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 'Step Name': {0: 'R4C2', 1: 'R7C2', 2: 'XLabel', 3: 'R6C1', 4: 'Point 1.1', 5: 'R6C2', 6: 'yScale', 7: 'R7C1', 8: 'R6C3'}}",,0.033,qL6HDg57R9,Unit QUAD-ADD-AREA-ALG1
0,0.90625,0,"{'Difficulty': {0: 2.0, 1: -6.0, 2: 3.0, 3: -4.0, 4: 3.0, 5: 1.0, 6: 0.0, 7: 1.0}, 'Step Name': {0: 'R3C1', 1: 'R3C2', 2: 'R4C2', 3: 'R5C1', 4: 'R5C2', 5: 'yMax', 6: 'R7C1', 7: 'R8C1'}}",0.0,0.009,h0UbH181l8,Unit QUAD-ADD-AREA-ALG1
1,0.877551020408,1,"{'Difficulty': {0: 1.0, 1: 2.0, 2: -4.0, 3: 2.0, 4: 0.0, 5: -1.0, 6: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R4C2', 2: 'R5C1', 3: 'R5C2', 4: 'yMax', 5: 'R7C1', 6: 'R8C1'}}",0.82037037037,0.005,h0UbH181l8,Unit QUAD-ADD-AREA-ALG1
2,0.861111111111,2,"{'Difficulty': {0: 0.0, 1: 2.0, 2: 1.0, 3: -1.0, 4: -2.0, 5: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R4C2', 2: 'R5C2', 3: 'yMax', 4: 'R7C1', 5: 'R8C1'}}",0.276388888889,0.004,h0UbH181l8,Unit QUAD-ADD-AREA-ALG1
3,0.84,3,"{'Difficulty': {0: 0.0, 1: 1.0, 2: 0.0, 3: -1.0, 4: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R4C2', 2: 'R5C2', 3: 'yMax', 4: 'R8C1'}}",0.215779320988,0.002,h0UbH181l8,Unit QUAD-ADD-AREA-ALG1
4,0.8125,4,"{'Difficulty': {0: -1.0, 1: 1.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R4C2', 2: 'R5C2', 3: 'R8C1'}}",0.1235468107,0.001,h0UbH181l8,Unit QUAD-ADD-AREA-ALG1
5,0.777777777778,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R4C2', 1: 'R5C2', 2: 'R8C1'}}",0.336631944444,0.001,h0UbH181l8,Unit QUAD-ADD-AREA-ALG1
6,1.0,6,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R8C1'}}",1.94222222222,0.0,h0UbH181l8,Unit QUAD-ADD-AREA-ALG1
7,1.0,7,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R8C1'}}",0.59301099537,0.0,h0UbH181l8,Unit QUAD-ADD-AREA-ALG1
8,0.916666666667,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 'Step Name': {0: 'R3C2', 1: 'R5C1', 2: 'R7C1', 3: 'yMax', 4: 'R3C1', 5: 'R4C2', 6: 'R5C2', 7: 'R8C1'}}",,0.035,h0UbH181l8,Unit QUAD-ADD-AREA-ALG1
0,1.0,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'INNERx1'}}",0.0,0.0,9493h91NUB,Unit QUADRATICS-FACTORING_ES
1,1.0,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'INNERx1'}}",,0.0,9493h91NUB,Unit QUADRATICS-FACTORING_ES
0,1.0,0,"{'Difficulty': {0: -1.0, 1: 1.0}, 'Step Name': {0: 'FinalAnswer', 1: 'c-factor-1'}}",0.0,0.0,l5eh0S53tB,Unit QUADRATICS-FACTORING_ES
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'c-factor-1'}}",1.47852239031,0.0,l5eh0S53tB,Unit QUADRATICS-FACTORING_ES
2,1.0,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'FinalAnswer', 1: 'c-factor-1'}}",,0.006,l5eh0S53tB,Unit QUADRATICS-FACTORING_ES
0,1.0,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'c-factor-1'}}",0.0,0.0,8rsfNQdio8,Unit QUADRATICS-FACTORING_ES
1,1.0,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'c-factor-1'}}",,0.001,8rsfNQdio8,Unit QUADRATICS-FACTORING_ES
0,1.0,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'c-factor-1'}}",0.0,0.0,8rsfNQdio8,Unit QUADRATICS-FACTORING_ES
1,1.0,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'c-factor-1'}}",,0.001,8rsfNQdio8,Unit QUADRATICS-FACTORING_ES
0,1.0,0,"{'Difficulty': {0: 1.0, 1: -1.0}, 'Step Name': {0: 'a-factor-1', 1: 'FinalAnswer'}}",0.0,0.0,b2W4ZO3uLV,Unit QUADRATICS-FACTORING_ES
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'a-factor-1'}}",0.631666666667,0.0,b2W4ZO3uLV,Unit QUADRATICS-FACTORING_ES
2,1.0,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'FinalAnswer', 1: 'a-factor-1'}}",,0.004,b2W4ZO3uLV,Unit QUADRATICS-FACTORING_ES
0,1.0,0,"{'Difficulty': {0: 1.0, 1: -1.0, 2: 0.0}, 'Step Name': {0: 'FinalAnswer', 1: 'c-factor-1', 2: 'FQTryAgainButton'}}",0.0,0.001,ajPRq0Q08b,Unit QUADRATICS-FACTORING_ES
1,1.0,1,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'FinalAnswer', 1: 'FQTryAgainButton'}}",0.351143235072,0.0,ajPRq0Q08b,Unit QUADRATICS-FACTORING_ES
2,1.0,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FQTryAgainButton'}}",4.34226144546,0.0,ajPRq0Q08b,Unit QUADRATICS-FACTORING_ES
3,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: 'c-factor-1', 1: 'FinalAnswer', 2: 'FQTryAgainButton'}}",,0.007,ajPRq0Q08b,Unit QUADRATICS-FACTORING_ES
0,1.0,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'c-factor-2'}}",0.0,0.0,88Uhb8760x,Unit QUADRATICS-FACTORING_ES
1,1.0,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'c-factor-2'}}",,0.001,88Uhb8760x,Unit QUADRATICS-FACTORING_ES
0,1.0,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'a-factor-1'}}",0.0,0.0,80nlN05JQ6,Unit QUADRATICS-FACTORING_ES
1,1.0,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'a-factor-1'}}",,0.001,80nlN05JQ6,Unit QUADRATICS-FACTORING_ES
0,1.0,0,"{'Difficulty': {0: -1.0, 1: 1.0}, 'Step Name': {0: 'FinalAnswer', 1: 'c-factor-1'}}",0.0,0.001,l5eh0S53tB,Unit QUADRATICS-FACTORING_ES
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'c-factor-1'}}",1.47852239031,0.0,l5eh0S53tB,Unit QUADRATICS-FACTORING_ES
2,1.0,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'FinalAnswer', 1: 'c-factor-1'}}",,0.006,l5eh0S53tB,Unit QUADRATICS-FACTORING_ES
0,1.0,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'c-factor-1'}}",0.0,0.0,8rsfNQdio8,Unit QUADRATICS-FACTORING_ES
1,1.0,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'c-factor-1'}}",,0.001,8rsfNQdio8,Unit QUADRATICS-FACTORING_ES
0,1.0,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'den1-factor-node'}}",0.0,0.0,8ZPoEJbXB7,Unit QUADRATICS-SOLVING_ES
1,1.0,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'den1-factor-node'}}",,0.0,8ZPoEJbXB7,Unit QUADRATICS-SOLVING_ES
0,1.0,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'FQCheckButton', 1: 'den1-factor-node'}}",0.0,0.0,EaUoBdvBdC,Unit QUADRATICS-SOLVING_ES
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'den1-factor-node'}}",0.0,0.0,EaUoBdvBdC,Unit QUADRATICS-SOLVING_ES
2,1.0,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'FQCheckButton', 1: 'den1-factor-node'}}",,0.001,EaUoBdvBdC,Unit QUADRATICS-SOLVING_ES
0,1.0,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'den1-factor-node'}}",0.0,0.0,QER9PsCgBT,Unit QUADRATICS-SOLVING_ES
1,1.0,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'den1-factor-node'}}",,0.001,QER9PsCgBT,Unit QUADRATICS-SOLVING_ES
0,1.0,0,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'c-factor-1', 1: '7x^2+19x-6 = 0', 2: 'b-factor-node'}}",0.0,0.001,879eYkR2Wu,Unit QUADRATICS-SOLVING_ES
1,1.0,1,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '7x^2+19x-6 = 0', 1: 'b-factor-node'}}",0.634523809524,0.0,879eYkR2Wu,Unit QUADRATICS-SOLVING_ES
2,1.0,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'b-factor-node'}}",0.0,0.0,879eYkR2Wu,Unit QUADRATICS-SOLVING_ES
3,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: 'c-factor-1', 1: '7x^2+19x-6 = 0', 2: 'b-factor-node'}}",,0.003,879eYkR2Wu,Unit QUADRATICS-SOLVING_ES
0,1.0,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'a-factor-node'}}",0.0,0.0,6jCygPdswz,Unit QUADRATICS-SOLVING_ES
1,1.0,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'a-factor-node'}}",,0.001,6jCygPdswz,Unit QUADRATICS-SOLVING_ES
0,1.0,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '(8?sqrt(8^2-4*7*1))/14 = x', 1: 'num1-factor-node'}}",0.0,0.0,80nlN05JQ6,Unit QUADRATICS-SOLVING_ES
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'num1-factor-node'}}",0.0,0.0,80nlN05JQ6,Unit QUADRATICS-SOLVING_ES
2,1.0,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: '(8?sqrt(8^2-4*7*1))/14 = x', 1: 'num1-factor-node'}}",,0.001,80nlN05JQ6,Unit QUADRATICS-SOLVING_ES
0,1.0,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'c-factor-node', 1: 'b-factor-node'}}",0.0,0.0,F25axtfCKG,Unit QUADRATICS-SOLVING_ES
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'b-factor-node'}}",0.0,0.0,F25axtfCKG,Unit QUADRATICS-SOLVING_ES
2,1.0,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'c-factor-node', 1: 'b-factor-node'}}",,0.001,F25axtfCKG,Unit QUADRATICS-SOLVING_ES
0,1.0,0,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'c-factor-1', 1: 'b-factor-node', 2: 'den1-factor-node'}}",0.0,0.001,XNEgfvXx50,Unit QUADRATICS-SOLVING_ES
1,1.0,1,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'b-factor-node', 1: 'den1-factor-node'}}",0.512414965986,0.0,XNEgfvXx50,Unit QUADRATICS-SOLVING_ES
2,1.0,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'den1-factor-node'}}",0.594722222222,0.0,XNEgfvXx50,Unit QUADRATICS-SOLVING_ES
3,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: 'c-factor-1', 1: 'b-factor-node', 2: 'den1-factor-node'}}",,0.004,XNEgfvXx50,Unit QUADRATICS-SOLVING_ES
0,1.0,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'den1-factor-node'}}",0.0,0.0,QER9PsCgBT,Unit QUADRATICS-SOLVING_ES
1,1.0,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'den1-factor-node'}}",,0.001,QER9PsCgBT,Unit QUADRATICS-SOLVING_ES
0,1.0,0,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'c-factor-1', 1: 'b-factor-node', 2: 'den1-factor-node'}}",0.0,0.001,XNEgfvXx50,Unit QUADRATICS-SOLVING_ES
1,1.0,1,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'b-factor-node', 1: 'den1-factor-node'}}",0.512414965986,0.0,XNEgfvXx50,Unit QUADRATICS-SOLVING_ES
2,1.0,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'den1-factor-node'}}",0.594722222222,0.0,XNEgfvXx50,Unit QUADRATICS-SOLVING_ES
3,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: 'c-factor-1', 1: 'b-factor-node', 2: 'den1-factor-node'}}",,0.004,XNEgfvXx50,Unit QUADRATICS-SOLVING_ES
0,1.0,0,"{'Difficulty': {0: 2.0, 1: 1.0, 2: 1.0, 3: 0.0, 4: -3.0, 5: -2.0, 6: 1.0}, 'Step Name': {0: 'R2C2', 1: 'xMax', 2: 'b-factor-node', 3: '-(16)(x^2)+48x+0 = 20', 4: 'yMax', 5: 'R5C1', 6: 'R7C1'}}",0.0,0.002,5ey2xUDZTA,Unit QUAD-VERTICAL-MOTION
1,1.0,1,"{'Difficulty': {0: 1.0, 1: 1.0, 2: 0.0, 3: 0.0, 4: -3.0, 5: 1.0}, 'Step Name': {0: 'R2C2', 1: 'xMax', 2: 'b-factor-node', 3: '-(16)(x^2)+48x+0 = 20', 4: 'R5C1', 5: 'R7C1'}}",0.0,0.002,5ey2xUDZTA,Unit QUAD-VERTICAL-MOTION
2,1.0,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R2C2', 1: 'xMax', 2: 'b-factor-node', 3: '-(16)(x^2)+48x+0 = 20', 4: 'R7C1'}}",0.0,0.001,5ey2xUDZTA,Unit QUAD-VERTICAL-MOTION
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'xMax', 1: 'b-factor-node', 2: '-(16)(x^2)+48x+0 = 20', 3: 'R7C1'}}",0.0,0.001,5ey2xUDZTA,Unit QUAD-VERTICAL-MOTION
4,1.0,4,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'b-factor-node', 1: '-(16)(x^2)+48x+0 = 20', 2: 'R7C1'}}",0.0,0.0,5ey2xUDZTA,Unit QUAD-VERTICAL-MOTION
5,1.0,5,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '-(16)(x^2)+48x+0 = 20', 1: 'R7C1'}}",0.0,0.0,5ey2xUDZTA,Unit QUAD-VERTICAL-MOTION
6,1.0,6,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R7C1'}}",0.0,0.0,5ey2xUDZTA,Unit QUAD-VERTICAL-MOTION
7,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6}, 'Step Name': {0: 'yMax', 1: 'R5C1', 2: 'R2C2', 3: 'xMax', 4: 'b-factor-node', 5: '-(16)(x^2)+48x+0 = 20', 6: 'R7C1'}}",,0.009,5ey2xUDZTA,Unit QUAD-VERTICAL-MOTION
0,0.833333333333,0,"{'Difficulty': {0: 1.0, 1: 0.0, 2: -1.0, 3: -1.0, 4: 1.0, 5: 0.0}, 'Step Name': {0: 'yMin', 1: 'R4C2', 2: 'R3C2', 3: 'YLabel', 4: 'xMax', 5: 'R9C2'}}",0.0,0.002,1kKxS8urAH,Unit QUAD-VERTICAL-MOTION
1,0.84,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'yMin', 1: 'R4C2', 2: 'YLabel', 3: 'xMax', 4: 'R9C2'}}",0.0,0.001,1kKxS8urAH,Unit QUAD-VERTICAL-MOTION
2,0.8125,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R4C2', 1: 'YLabel', 2: 'xMax', 3: 'R9C2'}}",0.125,0.001,1kKxS8urAH,Unit QUAD-VERTICAL-MOTION
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'YLabel', 1: 'xMax', 2: 'R9C2'}}",0.0,0.0,1kKxS8urAH,Unit QUAD-VERTICAL-MOTION
4,1.0,4,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'xMax', 1: 'R9C2'}}",0.0,0.0,1kKxS8urAH,Unit QUAD-VERTICAL-MOTION
5,1.0,5,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R9C2'}}",0.874847374847,0.0,1kKxS8urAH,Unit QUAD-VERTICAL-MOTION
6,0.944444444444,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 'Step Name': {0: 'R3C2', 1: 'yMin', 2: 'R4C2', 3: 'YLabel', 4: 'xMax', 5: 'R9C2'}}",,0.007,1kKxS8urAH,Unit QUAD-VERTICAL-MOTION
0,1.0,0,"{'Difficulty': {0: 1.0, 1: 3.0, 2: 1.0, 3: -2.0, 4: 1.0, 5: -5.0, 6: 1.0}, 'Step Name': {0: 'R1C1', 1: 'b-factor-node', 2: 'den1-factor-node', 3: 'R4C1', 4: 'R7C1', 5: 'R3C2', 6: 'R3C1'}}",0.0,0.006,8rsfNQdio8,Unit QUAD-VERTICAL-MOTION
1,1.0,1,"{'Difficulty': {0: 0.0, 1: 2.0, 2: 1.0, 3: -5.0, 4: 1.0, 5: 1.0}, 'Step Name': {0: 'R1C1', 1: 'b-factor-node', 2: 'den1-factor-node', 3: 'R4C1', 4: 'R7C1', 5: 'R3C1'}}",2.85962301587,0.004,8rsfNQdio8,Unit QUAD-VERTICAL-MOTION
2,1.0,2,"{'Difficulty': {0: -1.0, 1: 1.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R1C1', 1: 'b-factor-node', 2: 'den1-factor-node', 3: 'R7C1', 4: 'R3C1'}}",0.330811838624,0.002,8rsfNQdio8,Unit QUAD-VERTICAL-MOTION
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'b-factor-node', 1: 'den1-factor-node', 2: 'R7C1', 3: 'R3C1'}}",0.163307291667,0.001,8rsfNQdio8,Unit QUAD-VERTICAL-MOTION
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'den1-factor-node', 1: 'R7C1', 2: 'R3C1'}}",0.0634920634921,0.001,8rsfNQdio8,Unit QUAD-VERTICAL-MOTION
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R7C1', 1: 'R3C1'}}",0.0739715952932,0.001,8rsfNQdio8,Unit QUAD-VERTICAL-MOTION
6,1.0,6,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R3C1'}}",1.13386075459,0.0,8rsfNQdio8,Unit QUAD-VERTICAL-MOTION
7,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6}, 'Step Name': {0: 'R3C2', 1: 'R4C1', 2: 'R1C1', 3: 'b-factor-node', 4: 'den1-factor-node', 5: 'R7C1', 6: 'R3C1'}}",,0.023,8rsfNQdio8,Unit QUAD-VERTICAL-MOTION
0,1.0,0,"{'Difficulty': {0: 1.0, 1: 3.0, 2: 1.0, 3: -2.0, 4: 1.0, 5: -5.0, 6: 1.0}, 'Step Name': {0: 'R1C1', 1: 'b-factor-node', 2: 'den1-factor-node', 3: 'R4C1', 4: 'R7C1', 5: 'R3C2', 6: 'R3C1'}}",0.0,0.006,8rsfNQdio8,Unit QUAD-VERTICAL-MOTION
